file_id,toc_section,toc_section_pos,toc_section_len,is_section_in_summary
16037,Directors,2302,88,True
16037,Committees and professional advisers,2390,0,False
16037,Corporate responsibility statement,2390,0,False
16037,Statement of principal risks and uncertainties,2390,250,False
16037,Corporate governance,2640,331,False
16037,Audit committee report,2971,56,False
16037,Directors’ remuneration report,3027,725,False
16037,Nominations committee report,3752,235,False
16037,Directors’ report,3987,314,False
16037,Statement of directors’ responsibilities,4301,64,False
16037,Independent auditors’ report,4365,116,False
16037,Income statements,4481,42,False
16037,Statement of comprehensive income,4523,22,False
16037,Balance sheets,4545,73,False
16037,Consolidated statement of changes in equity,4618,52,False
16037,Statement of changes in equity,4670,35,False
16037,Cash flow statements,4705,53,False
16037,Notes to the financial statements,4758,2248,False
16037,Five year record,7006,99,False
16037,Notice of Annual General Meeting,7105,146,False
16037,Notes to notice of Annual General Meeting,7251,190,False
16037,Directions to Annual General Meeting,7441,296,False
16038,Financial Highlights,116,10,True
16038,Operating Highlights,126,51,True
16038,Financial Summary,177,24,False
16038,Key Performance Indicators,201,62,False
16038,"Our Group Mission, Vision and Values",263,40,False
16038,Who we are,303,5759,False
16038,Income Statements,6062,172,False
16038,Statements of Comprehensive Income,6234,17,False
16038,Balance Sheets,6251,113,False
16038,Consolidated Statement of Changes in Equity,6364,4,False
16038,Statement of Changes in Equity,6368,31,False
16038,Cash Flow Statements,6399,190,False
16038,Notes to the Financial Statements,6589,2198,False
16038,Five Year Record,8787,1204,False
1605,Highlights,67,44,True
1605,Chairman’s Statement,111,63,True
1605,Chief Executive’s Review,174,31,True
1605,Strategy,205,3,False
1605,Fleet and Coverage,208,308,False
1605,Products and Applications,516,163,False
1605,Unique Product Advantages,679,213,False
1605,Financial and Operating Review,892,213,False
1605,Sustainability,1105,182,False
1605,Board of Directors,1287,229,False
1605,Corporate Governance Report,1516,199,False
1605,Audit Committee Report,1715,2,False
1605,Nominations Committee Report,1717,34,False
1605,Technical Committee,1751,325,False
1605,Report of Remuneration Committee,2076,401,False
1605,Report of the Board of Directors,2477,2,False
1605,Statement of Directors’ Responsibilities,2479,3,False
1605,Independent Auditor’s Report,2482,108,False
1605,Consolidated Income Statement,2590,249,False
1605,Comprehensive Income,2839,5,False
1605,Consolidated Statement of Financial Position,2844,5,False
1605,Company Statement of Financial Position,2849,6,False
1605,Statement of Cash Flows,2855,5,False
1605,of Changes in Equity,2860,6,False
1605,Notes to the Accounts,2866,1655,False
1605,Notice of AGM,4521,249,False
1605,Form of Proxy,4770,208,False
16053,Group Strategy,61,65,False
16053,What We Do,126,85,False
16053,Highlights,211,72,True
16053,Group Five Year Trading Record,283,66,False
16053,Chairman’s Statement,349,123,True
16053,Chief Executive Officer’s Report,472,169,True
16053,Financial Review,641,169,False
16053,Directors’ Report,810,170,False
16053,Strategic Report,980,115,False
16053,Corporate Governance Statement,1095,116,False
16053,Directors’ Remuneration Report,1211,201,False
16053,Independent Auditor’s Report to,1412,202,False
16053,Group Income Statement,1614,413,False
16053,Group Statement of Comprehensive Income,2027,413,False
16053,Group and Parent Company Statements,2440,414,False
16053,Group and Parent Company Balance Sheets,2854,471,False
16053,Group and Parent Company Statement,3325,472,False
16053,Group Reconciliation of Net Cash Flow,3797,472,False
16053,Notes to the Financial Statements,4269,472,False
16053,Notice of Annual General Meeting,4741,492,False
16053,Financial Calendar,5233,20,False
16053,Parent Company Information and Advisers,5253,106,False
16080,Highlights of the year,128,2,True
16080,Chairman’s statement,130,3,True
16080,Chief Executive’s statement,133,3,True
16080,Review of our markets,136,3,False
16080,Corporate responsibility,139,3,False
16080,Financial review,142,6,False
16080,Board of directors,148,6,False
16080,Directors’ report,154,8,False
16080,Corporate governance,162,8,False
16080,Remuneration report,170,8,False
16080,Statement of directors’ responsibilities,178,8,False
16080,Independent auditors’ report to the,186,8,False
16080,Consolidated profit and loss account,194,1869,False
16080,Consolidated balance sheet,2063,406,False
16080,Company balance sheet,2469,406,False
16080,Consolidated cash flow statement,2875,0,False
16080,Consolidated statement of total recognised,2875,1,False
16080,Reconciliation of movements in,2876,227,False
16080,Notes to the financial statements,3103,970,False
16080,International Financial Reporting Standards,4073,2,False
16080,Five year summary,4075,24,False
16080,Company information,4099,120,False
16081,start,37,1722,True
16081,Board of directors,1759,2,False
16081,Directors’ report,1761,46,False
16081,Corporate governance,1807,44,False
16081,Remuneration report,1851,92,False
16081,Statement of directors’ responsibilities,1943,3,False
16081,Independent auditors’ report to the,1946,3,False
16081,Consolidated financial statements and notes,1949,3,False
16081,Five year summary,1952,1807,False
16081,UK GAAP Tribal Group plc -,3759,237,False
16081,Company information Design and production by Accrue*,3996,237,False
16082,start,60,1921,True
16082,Board of directors,1981,49,False
16082,Directors’ report,2030,15,False
16082,Corporate governance,2045,2,False
16082,Remuneration report,2047,441,False
16082,Statement of directors' responsibilities,2488,3,False
16082,the members of Tribal Group plc,2491,4,False
16082,Consolidated financial statements and notes,2495,4,False
16082,Five year summary,2499,4,False
16082,company financial statements,2503,8,False
16082,Company information,2511,1975,False
16084,start,78,303,True
16084,Board of directors,381,1451,False
16084,Directors’ report,1832,39,False
16084,Corporate governance,1871,97,False
16084,Remuneration report,1968,411,False
16084,responsibilities,2379,40,False
16084,the members of Tribal Group plc,2419,57,False
16084,Consolidated income statement,2476,44,False
16084,Consolidated balance sheet,2520,52,False
16084,Consolidated cash flow statement,2572,34,False
16084,recognised income and expense,2606,21,False
16084,Notes to the financial statements,2627,484,False
16084,information,3111,184,True
16084,statements,3295,398,True
16084,Five year summary,3693,648,False
16084,Company information,4341,649,False
161,Group at a glance,142,134,True
161,Performance highlights,276,205,True
161,Chairman’s statement,481,109,True
161,Chief Executive Officer’s statement,590,306,True
161,Operational review,896,95,False
161,Strategy and business model,991,114,False
161,Strategy case studies,1105,226,False
161,Operating review,1331,286,False
161,Exploration and development review,1617,373,False
161,Financial review,1990,749,False
161,Corporate responsibility,2739,698,False
161,Risk management,3437,464,False
161,Board of Directors,3901,74,False
161,Senior management,3975,251,False
161,Corporate governance,4226,825,False
161,Directors’ report,5051,467,False
161,Directors’ responsibilities statement,5518,52,False
161,Remuneration report,5570,971,False
161,Reserves and resources,6541,140,False
161,financial statements,6681,136,False
161,Consolidated financial statements,6817,6,False
161,Notes to the consolidated financial statements,6823,3397,False
161,company financial statements,10220,94,False
161,Parent company financial statements,10314,35,False
161,Notes to the parent company financial statements,10349,1501,False
16119,Highlights,122,48,True
16119,Chairman’s Message,170,73,True
16119,Our Business Model,243,55,False
16119,Group Business Review,298,551,False
16119,‘Strings to Our Bow’ for Growth,849,68,False
16119,Financial Review,917,342,False
16119,Taking Your Questions,1259,231,False
16119,Overview,1490,137,False
16119,Overview & Mainland Europe,1627,186,False
16119,CEO Global Fastener Summit,1813,54,True
16119,Overview,1867,117,False
16119,Global Sales and Business Development,1984,322,False
16119,Benefits from changes in Fastener Technology,2306,60,False
16119,Human Resources,2366,293,False
16119,Corporate Social Responsibility,2659,337,False
16119,The Lead Team,2996,45,False
16119,Independent Non-Executive Directors,3041,57,False
16119,Senior People,3098,122,False
16119,Managing the Business,3220,180,False
16119,The Story Behind the Years,3400,155,False
16119,TR Long Service Colleagues,3555,202,False
16119,Directors’ Report,3757,185,False
16119,Corporate Governance,3942,216,False
16119,Directors’ Remuneration Report,4158,343,False
16119,Notes to the Directors’ Remuneration Report,4501,145,False
16119,Statement of Directors’ Responsibilities,4646,123,False
16119,Independent Auditor’s Report,4769,35,False
16119,Consolidated Income Statement,4804,15,False
16119,Statement of Comprehensive Income,4819,63,False
16119,Consolidated Statement of Changes in Equity,4882,55,False
16119,Company Statement of Changes in Equity,4937,54,False
16119,Statements of Financial Position,4991,55,False
16119,Statements of Cash Flows,5046,46,False
16119,Notes (forming part of the Financial Statements),5092,587,False
16119,Glossary of T erms,5679,1329,False
16120,OUR GOVERNANCE,90,3933,False
16120,Directors’ report,4023,7,False
16120,Corporate governance,4030,153,False
16120,Audit committee report,4183,289,False
16120,Nominations committee report,4472,120,False
16120,Directors’ remuneration report,4592,679,False
16120,Statement of Directors’ responsibilities,5271,2544,False
16139,Four year financial highlights,18,24,False
16139,"Directors, officers and professional advisers",42,42,False
16139,Chairman’s review,84,27,True
16139,Chief executive’s review,111,46,True
16139,Financial review,157,37,False
16139,Directors’ biographies,194,41,False
16139,Report on corporate governance,235,80,False
16139,Report on directors’ remuneration,315,193,False
16139,Directors’ report,508,52,False
16139,Independent auditors’ report to the members of TripleArc Plc,560,53,False
16139,Consolidated profit and loss account,613,44,False
16139,Consolidated balance sheet,657,36,False
16139,Company balance sheet,693,18,False
16139,Consolidated cash flow statement,711,42,False
16139,Notes to the financial statements,753,670,False
16140,Five year record and financial highlights,16,24,True
16140,"Directors, officers and professional advisers",40,41,False
16140,Chairman’s review,81,18,True
16140,Chief executive’s review,99,155,True
16140,Financial review,254,27,False
16140,Directors’ biographies,281,31,False
16140,Report on corporate governance,312,33,False
16140,Report on directors’ remuneration,345,150,False
16140,Directors’ report,495,19,False
16140,Independent auditors’ report to the members of TripleArc Plc,514,92,False
16140,Consolidated profit and loss account,606,72,False
16140,Consolidated balance sheet,678,16,False
16140,Company balance sheet,694,3,False
16140,Consolidated cash flow statement,697,761,False
16162,Highlights and ﬁnancial information,34,24,False
16162,Chairman’s statement,58,136,True
16162,Group overview,194,84,False
16162,Chief Executive’s review,278,165,True
16162,Financial review,443,165,False
16162,Directors and Company Secretary,608,166,False
16162,Directors’ report,774,174,False
16162,Directors’ remuneration report,948,175,False
16162,Report of the independent auditors,1123,96,False
16162,Consolidated proﬁt and loss account,1219,97,False
16162,Consolidated balance sheet,1316,97,False
16162,Consolidated cash ﬂow statement,1413,96,False
16162,Statement of total recognised gains and losses,1509,97,False
16162,Reconciliation of movements in shareholders’ funds,1606,97,False
16162,Company balance sheet,1703,31,False
16162,Accounting policies,1734,74,False
16162,Notes to the ﬁnancial statements,1808,668,False
16162,Historical record,2476,11,False
16162,Financial calendar,2487,11,False
16162,Notice of meeting,2498,51,False
16162,Principal operating subsidiaries,2549,51,False
16162,Advisors and registered ofﬁce,2600,51,False
16163,Highlights and ﬁnancial information,58,78,False
16163,Chairman’s statement,136,78,True
16163,Tomorrow’ s T echnology,214,79,False
16163,Product development,293,128,False
16163,Breadth of markets,421,43,False
16163,Operational efﬁciency,464,31,False
16163,Chief Executive’s statement,495,30,True
16163,Financial review,525,260,False
16163,Directors and Company Secretary,785,186,False
16163,Directors’ report,971,213,False
16163,Directors’ remuneration report,1184,223,False
16163,Consolidated proﬁt and loss account,1407,223,False
16163,Consolidated balance sheet,1630,44,False
16163,Consolidated cash ﬂow statement,1674,45,False
16163,Statement of total recognised gains and losses,1719,44,False
16163,Reconciliation of movements in shareholders’ funds,1763,45,False
16163,Company balance sheet,1808,10,False
16163,Accounting policies,1818,8,False
16163,Notes to the ﬁnancial statements,1826,997,False
16163,Report of the Independent Auditors,2823,41,False
16163,Notice of meeting,2864,73,False
16163,Group operations,2937,131,False
16163,Historical record,3068,91,False
16163,Form of proxy,3159,91,False
16174,start,46,151,True
16174,TT Electronics at a glance,197,57,True
16174,Market review,254,103,False
16174,Our strategic framework and business model,357,75,False
16174,Chairman’s statement,432,130,True
16174,Chief Executive Officer’s statement,562,11,True
16174,Sensing and Control,573,156,True
16174,Components,729,47,True
16174,Integrated Manufacturing Services,776,643,True
16174,Financial review,1419,124,False
16174,Key performance indicators,1543,76,False
16174,Risk management,1619,26,False
16174,Corporate responsibility,1645,195,False
16174,Board of Directors and Company Secretary,1840,196,False
16174,Governance,2036,128,False
16174,Directors’ report,2164,359,False
16174,Nominations Committee,2523,191,False
16174,Audit Committee,2714,7,False
16174,Directors’ remuneration report,2721,607,False
16174,Directors’ remuneration policy,3328,48,False
16174,Annual report on remuneration,3376,1100,False
16174,Other statutory disclosures,4476,221,False
16174,of the Annual Report and the financial statements,4697,108,False
16174,members of TT Electronics plc only,4805,81,False
16174,Consolidated income statement,4886,16,False
16174,Consolidated statement of comprehensive income,4902,48,False
16174,Consolidated balance sheet,4950,69,False
16174,Consolidated statement of changes in equity,5019,56,False
16174,Consolidated cash flow statement,5075,54,False
16174,Notes to the consolidated financial statements,5129,1593,False
16174,Company balance sheet,6722,53,False
16174,Notes to the Company financial statements,6775,184,False
16174,Five-year record,6959,2,False
16174,Glossary,6961,45,False
16174,Shareholder information,7006,139,False
16183,TUI T ravel overview,121,147,False
16183,Our structure,268,142,False
16183,Highlights,410,133,True
16183,Strategic overview,543,22,True
16183,Market overview,565,22,False
16183,Chairman’s statement,587,192,True
16183,Chief Executive’s statement,779,114,True
16183,Chief Executive’s interview,893,156,True
16183,Our strategy,1049,307,False
16183,Key performance indicators,1356,169,False
16183,Principal risks,1525,168,False
16183,Responsible leadership,1693,327,False
16183,Sustainable development,2020,56,True
16183,Business performance,2076,258,True
16183,Group performance,2334,349,False
16183,Segmental performance,2683,908,False
16183,Current trading,3591,144,False
16183,Governance,3735,180,True
16183,Board of Directors,3915,181,False
16183,Directors’ report,4096,159,False
16183,Statement of Directors’ responsibilities,4255,117,False
16183,Corporate Governance report,4372,112,False
16183,Remuneration report,4484,556,False
16183,Independent Auditors’ report,5040,557,False
16183,Financial statements,5597,82,True
16183,Consolidated income statement,5679,105,False
16183,Consolidated balance sheet,5784,53,False
16183,Consolidated statement of cash flows,5837,23,False
16183,Consolidated statement of recognised,5860,121,False
16183,Notes to the consolidated financial statements,5981,1777,False
16183,Company balance sheet,7758,1564,False
16183,Notes to the Company’s financial statements,9322,155,False
16183,Shareholder information,9477,48,False
16183,Three-year financial history,9525,49,False
16183,Shareholder discount,9574,39,False
16183,Contacts and advisers,9613,100,False
16183,Glossary of key terms,9713,63,False
16183,Index,9776,64,False
16184,TUI Travel overview,121,134,False
16184,Our structure,255,217,False
16184,Financial highlights,472,65,True
16184,Strategic overview,537,21,True
16184,Chairman’s statement,558,22,True
16184,Chief Executive’s statement,580,74,True
16184,Chief Executive’s interview,654,207,True
16184,Market overview,861,75,False
16184,Our strategy,936,476,False
16184,Key performance indicators,1412,153,False
16184,Principal risks,1565,355,False
16184,People,1920,313,False
16184,Health and safety,2233,137,False
16184,Sustainable development,2370,415,True
16184,Business performance,2785,37,True
16184,Group performance,2822,37,False
16184,Segmental performance,2859,704,False
16184,Current trading,3563,192,False
16184,Governance,3755,193,True
16184,Board of Directors,3948,192,False
16184,Directors’ report,4140,193,False
16184,Statement of Directors’ responsibilities,4333,179,False
16184,Corporate Governance report,4512,180,False
16184,Remuneration report,4692,180,False
16184,Independent Auditors’ report,4872,180,False
16184,Financial statements,5052,180,True
16184,Consolidated income statement,5232,180,False
16184,Consolidated statement of,5412,344,False
16184,Consolidated balance sheet,5756,345,False
16184,Consolidated statement of changes in equity,6101,53,False
16184,Consolidated statement of cash flows,6154,54,False
16184,Notes to the consolidated financial statements,6208,2075,False
16184,Company balance sheet,8283,323,False
16184,Notes to the Company’s financial statements,8606,719,False
16184,Shareholder information,9325,36,False
16184,Shareholder profiles,9361,376,False
16184,Contacts and advisers,9737,352,False
16184,Shareholder discount,10089,308,False
16184,Index,10397,686,False
16185,TUI Travel overview,110,139,False
16185,Our structure,249,133,False
16185,Operational highlights,382,38,False
16185,Financial highlights,420,39,True
16185,Strategic overview,459,0,True
16185,Chairman’s statement,459,0,True
16185,Chief Executive’s statement,459,145,True
16185,An interview with the Chief Executive,604,244,False
16185,Market overview,848,218,False
16185,Business model,1066,94,False
16185,Strategy,1160,166,True
16185,Key performance indicators,1326,180,False
16185,Principal risks,1506,629,False
16185,People,2135,160,False
16185,Health & Safety,2295,199,False
16185,Sustainable development,2494,514,True
16185,Business and ﬁnancial review,3008,72,False
16185,Group performance,3080,73,False
16185,Segmental performance,3153,33,False
16185,Current trading and outlook,3186,1160,False
16185,Governance,4346,133,True
16185,Board of Directors,4479,133,False
16185,Directors’ report,4612,221,False
16185,Statement of Directors’ responsibilities,4833,316,False
16185,Corporate Governance report,5149,316,False
16185,Remuneration report,5465,317,False
16185,Financial statements,5782,316,True
16185,Independent Auditors’ report (Group),6098,317,False
16185,Consolidated ﬁnancial statements,6415,67,False
16185,Consolidated income statement,6482,67,False
16185,Consolidated statement of comprehensive income,6549,20,False
16185,Consolidated balance sheet,6569,78,False
16185,Consolidated statement of changes in equity,6647,55,False
16185,Consolidated statement of cash ﬂows,6702,56,False
16185,Notes to the consolidated ﬁnancial statements,6758,1867,False
16185,Independent Auditors’ report (parent company),8625,927,False
16185,Parent company ﬁnancial statements,9552,193,False
16185,Company balance sheet,9745,1449,False
16185,Notes to the Company’s ﬁnancial statements,11194,400,False
16185,Shareholder information,11594,0,False
16185,Signiﬁcant shareholdings,11594,0,False
16185,Financial calendar,11594,29,False
16185,Contacts and advisers,11623,29,False
16185,Shareholder discount,11652,89,False
16185,Glossary of key terms,11741,90,False
16185,Index,11831,115,False
16186,TUI Travel overview,83,150,False
16186,Our structure,233,89,False
16186,Operational and financial highlights,322,86,True
16186,Chairman’s statement,408,117,True
16186,Chief Executive’s statement,525,79,True
16186,TUI Travel at a glance,604,80,True
16186,Why we do it: Market overview,684,93,False
16186,How we do it: Strategic framework,777,0,False
16186,How we do it: Business models,777,0,True
16186,How we do it: Strategy,777,0,False
16186,How we measure it: Key performance indicators,777,231,False
16186,What are the risks? Principal risks,1008,232,False
16186,Our people,1240,232,True
16186,Health & Safety,1472,231,False
16186,Sustainable development,1703,232,True
16186,Group performance,1935,232,False
16186,Segmental performance,2167,231,False
16186,Current trading and outlook,2398,232,False
16186,Board of Directors,2630,232,False
16186,Directors’ report,2862,231,False
16186,Directors’ responsibilities statement,3093,232,False
16186,Corporate Governance report,3325,232,False
16186,Remuneration report,3557,618,False
16186,Independent Auditors’ report (Group),4175,618,False
16186,Consolidated financial statements,4793,15,False
16186,Consolidated income statement,4808,15,False
16186,Consolidated statement of comprehensive income,4823,16,False
16186,Consolidated balance sheet,4839,36,False
16186,Consolidated statement of changes in equity,4875,36,False
16186,Consolidated statement of cash flows,4911,1112,False
16186,Notes to the consolidated financial statements,6023,1113,False
16186,Independent Auditors’ report (Parent Company),7136,14,False
16186,Parent Company financial statements,7150,14,False
16186,Company balance sheet,7164,14,False
16186,Notes to the Company’s financial statements,7178,467,False
16187,What ar e the risk s ? P rincipal risk s,167,10,False
16187,Health & Saf et y,177,19,False
16187,Gr oup per f ormanc e,196,162,False
16187,Our gr o w th le v ers,358,84,False
16187,Segm e nt al p e r f o rman c e,442,115,False
16187,Curr ent trading and outlook,557,5416,False
16187,Tax,5973,144,False
16187,Boar d of Dir ec t ors,6117,234,False
16187,Corporate Governance report,6351,3400,False
16187,Other statut or y disclosur es,9751,7706,False
16188,m + 4 %,81,36,False
16188,m + 3 %,117,232,False
16188,m - 6 %,349,34,False
16188,p - 3 %,383,6,False
16188,p,389,3,True
16188,p,392,16617,True
16196,wwwtullowoilcom,105,2230,False
16196,Operations review: Africa,2335,14,False
16196,Uganda,2349,341,True
16196,Ghana and Equatorial Atlantic,2690,192,False
16196,Jubilee special feature,2882,351,False
16196,Other Africa operations,3233,117,False
16196,Europe,3350,8,True
16196,South Asia,3358,5,False
16196,South America,3363,7925,False
16234,Highlights,43,37,True
16234,Our business at a glance,80,117,True
16234,Chairman’s statement,197,151,True
16234,Chief Executive Officer’s and Chief,348,9,False
16234,Business review,357,134,False
16234,Principal risks and uncertainties,491,27,False
16234,Corporate social responsibility report,518,545,False
16234,Board of Directors,1063,90,False
16234,Directors’ report,1153,29,False
16234,Corporate governance,1182,25,False
16234,Directors remuneration report,1207,600,False
16234,Independent auditors’ report,1807,43,False
16234,Consolidated income statement,1850,4,False
16234,Consolidated statement of,1854,43,False
16234,Consolidated statement of changes,1897,71,False
16234,Consolidated balance sheet,1968,55,False
16234,Group cash flow statement,2023,34,False
16234,Notes to the financial statements,2057,1490,False
16234,Independent auditor’s report,3547,44,False
16234,Company balance sheet,3591,35,False
16234,Notes to the company financial,3626,142,False
16234,Advisers,3768,0,False
16234,Definitions,3768,0,False
16234,Roundings,3768,24,False
16234,Exchange rates,3792,24,False
16234,Notice of Annual General Meeting,3816,136,False
16234,Form of proxy,3952,136,False
16235,Highlights,50,51,True
16235,Our business at a glance,101,121,True
16235,Chairman’s statement,222,122,True
16235,Chief Executive Officer’s review,344,122,True
16235,Chief Financial Officer’s review,466,40,False
16235,Principal risks and uncertainties,506,27,False
16235,Corporate social responsibility,533,27,False
16235,Board of Directors,560,27,False
16235,Directors’ report,587,461,False
16235,Corporate governance,1048,647,False
16235,Remuneration report letter,1695,352,False
16235,Directors’ remuneration report,2047,382,False
16235,Independent auditor’s report,2429,44,False
16235,Consolidated income statement,2473,70,False
16235,Consolidated statement of,2543,31,False
16235,Consolidated statement of,2574,32,False
16235,Consolidated balance sheet,2606,70,False
16235,Consolidated cash flow,2676,40,False
16235,Notes to the financial statements,2716,2155,False
16235,Independent auditor’s report,4871,44,False
16235,Company balance sheet,4915,39,False
16235,Notes to the Company financial,4954,177,False
16235,Advisers,5131,0,False
16235,Definitions,5131,0,False
16235,Roundings,5131,24,False
16235,Exchange rates,5155,25,False
16235,Notice of Annual General Meeting,5180,166,False
16235,The Dividend Reinvestment Plan,5346,69,False
16235,Form of Proxy 01,5415,70,False
16236,Highlights,65,49,True
16236,Our business at a glance,114,107,True
16236,Chairman’s statement,221,203,True
16236,Chief Executive Ofﬁcer’s,424,2,True
16236,Market overview,426,10,False
16236,Operating review,436,68,False
16236,Financial review,504,1109,False
16236,Principal risks and,1613,19,False
16236,Corporate social,1632,19,False
16236,Board of Directors,1651,79,False
16236,Tyman Management,1730,4,False
16236,Directors’ report,1734,40,False
16236,Corporate governance,1774,586,False
16236,Remuneration report letter,2360,71,False
16236,Directors’ remuneration,2431,290,False
16236,Independent auditors’,2721,3,False
16236,Consolidated income,2724,104,False
16236,Consolidated statement,2828,66,False
16236,Consolidated statement,2894,6,False
16236,Consolidated balance,2900,95,False
16236,Consolidated cash ﬂow,2995,53,False
16236,Notes to the ﬁnancial,3048,2405,False
16236,Independent auditors’,5453,3,False
16236,Company balance sheet,5456,79,False
16236,Notes to the Company,5535,2,False
16236,Advisers,5537,2,False
16236,Deﬁnitions,5539,2,False
16236,Roundings,5541,16,False
16236,Exchange rates,5557,203,False
16237,Highlights,78,44,True
16237,Our business at a glance,122,281,True
16237,Chairman’s statement,403,259,True
16237,Market overview,662,54,False
16237,Strategy,716,17,False
16237,Business model,733,172,False
16237,Chief Executive Officer’s review,905,171,True
16237,Key performance indicators,1076,416,False
16237,Operational review,1492,456,False
16237,Financial review,1948,501,False
16237,Principal risks and uncertainties,2449,265,False
16237,Corporate social responsibility report,2714,5872,False
16238,Highlights,76,54,True
16238,Financial highlights,130,54,True
16238,Our business at a glance,184,133,True
16238,Chairman’s statement,317,152,True
16238,Market overview,469,88,False
16238,Strategy,557,88,False
16238,Business model,645,89,False
16238,Chief Executive Officer’s review,734,7,True
16238,Key performance indicators,741,8,False
16238,Operational review,749,8,False
16238,Financial review,757,8,False
16238,Principal risks and uncertainties,765,8,False
16238,Corporate social responsibility report,773,25,False
16238,Corporate governance – Chairman’s,798,25,False
16238,Board of Directors,823,25,False
16238,Tyman Management Committee,848,1674,False
16238,Corporate governance,2522,1675,False
16238,Audit Committee report,4197,13,False
16238,Remuneration report letter,4210,573,False
16238,Remuneration policy report,4783,265,False
16238,Remuneration implementation report,5048,957,False
16238,Nominations Committee report,6005,77,False
16238,Directors’ report,6082,378,False
16238,Independent auditors’ report,6460,321,False
16238,Consolidated income statement,6781,45,False
16238,Consolidated statement,6826,37,False
16238,Consolidated statement,6863,38,False
16238,Consolidated balance sheet,6901,52,False
16238,Consolidated cash flow statement,6953,49,False
16238,Notes to the financial statements,7002,1404,False
16238,Independent auditors’ report,8406,905,False
16238,Company balance sheet,9311,28,False
16238,Notes to the Company financial statements,9339,42,False
16238,Definitions,9381,43,False
16238,Glossary of terms,9424,43,False
16238,Roundings,9467,43,False
16238,Exchange rates,9510,43,False
16238,Advisers,9553,43,False
16244,Highlights,69,87,True
16244,Ubiquity at a glance,156,87,True
16244,Chairman’ s statement,243,87,False
16244,Chief Executive’ s statement 10 Chief Financial Officer’ s statement,330,87,False
16244,Board of Directors,417,110,False
16244,Directors’ report,527,111,False
16244,Corporate governance statement 17 Directors’ remuneration report,638,111,False
16244,Statement of Directors’ responsibilities,749,111,False
16244,Independent Auditors’ report,860,65,False
16244,Consolidated profit and loss account,925,1,False
16244,Combined statement of movement in shareholders’ funds and reconciliation of movements on reserves,926,1,False
16244,Consolidated balance sheet,927,373,False
16244,Company balance sheet,1300,64,False
16244,Consolidated cash flow statement,1364,17,False
16244,Notes to the financial statements,1381,316,False
16244,Company information,1697,54,False
16244,Financial calendar,1751,55,False
16246,Highlights,109,47,True
16246,Chairman’s statement,156,47,True
16246,Business overview,203,65,False
16246,Products: Real-Time Location Systems,268,132,False
16246,Products: Geospatial Systems,400,116,False
16246,Chief Executive’s review,516,100,True
16246,Financial review,616,55,False
16246,Board of Directors,671,261,False
16246,Directors’ report,932,193,False
16246,Corporate governance report,1125,200,False
16246,Directors’ responsibilities statement,1325,33,False
16246,Independent auditor’s report,1358,48,False
16246,Consolidated income statement,1406,46,False
16246,comprehensive income,1452,2,False
16246,changes in equity,1454,44,False
16246,financial position,1498,43,False
16246,Consolidated statement of cash flows,1541,42,False
16246,statements,1583,425,False
16246,Independent auditor’s report,2008,23,False
16246,Company balance sheet,2031,1076,False
16246,Notes to the Company financial statements,3107,151,False
16246,Notice of annual general meeting,3258,137,False
16246,Advisers,3395,138,False
16247,Highlights,57,37,True
16247,Chairman’s statement,94,111,True
16247,Our business overview,205,156,False
16247,Our business,361,131,False
16247,Chief Executive’s review,492,180,True
16247,Financial review,672,1274,False
16247,Independent auditor’s report,1946,40,False
16247,Consolidated income statement,1986,36,False
16247,of comprehensive income,2022,17,False
16247,Consolidated statement of changes in equity,2039,34,False
16247,Consolidated statement of financial position,2073,60,False
16247,Consolidated statement of cash flows,2133,39,False
16247,financial statements,2172,378,False
16247,Independent auditor’s report,2550,1076,False
16247,Company balance sheet,3626,22,False
16247,Notes to the Company financial statements,3648,107,False
16247,Notice of Annual General Meeting,3755,252,False
16248,Group at a glance,847,30,True
16248,Chairman’s statement,877,30,True
16248,Chief Executive’s review,907,31,True
16248,Professional media,938,30,False
16248,News distribution,968,30,False
16248,Market research,998,31,False
16248,Financial review,1029,22,False
16248,Board of directors,1051,112,False
16248,Directors’ remuneration report,1163,112,False
16248,Corporate governance statement,1275,1145,False
16248,Independent auditor’s report to the members of United Business Media plc,2420,45,False
16248,Report of the directors,2465,255,False
16248,Group profit and loss account,2720,46,False
16248,Balance sheets,2766,54,False
16248,Group cash flow statement,2820,62,False
16248,Statement of group total recognised gains and losses,2882,17,False
16248,Reconciliation of movements in group shareholders’ funds,2899,18,False
16248,Group accounting policies,2917,115,False
16248,Notes to the financial statements,3032,1366,False
16248,Five year financial summary,4398,11,False
16248,Financial calendar,4409,12,False
16248,Principal group subsidiaries,4421,34,False
16248,Shareholder information,4455,871,False
16250,UBM,48,67,True
16250,FINANCIAL HIGHLIGHTS – 2004,115,89,False
16250,MEDIA MARKETING SOLUTIONS,204,52,False
16250,CHAIRMAN’S REVIEW,256,119,False
16250,CHIEF EXECUTIVE’S REVIEW,375,88,True
16250,OPERATING REVIEW,463,128,False
16250,FINANCIAL REVIEW,591,171,False
16250,BOARD OF DIRECTORS,762,68,False
16250,MAJOR UBM PRODUCTS,830,126,False
16250,MAGAZINES,956,24,False
16250,EVENTS,980,25,False
16250,DIRECTORIES,1005,24,False
16250,ONLINE,1029,25,False
16250,NEWS DISTRIBUTION,1054,25,False
16250,MEDIA INTELLIGENCE/NEW PR NEWSWIRE PRODUCTS,1079,134,False
